Champ20,Champ30,Champ21,LIBELLE,INTIT,CPT,FIXE,ANA,CLO
,,,,BETU MUKENDI                  ,45931030,D,,
,,,,BETU MUKENDI                  ,45932030,D,,
,,,,BETU MUKENDI                  ,45934030,D,,
,,,,BETU MUKENDI                  ,45933030,D,,
,,,,BETU MUKENDI,42171110,,N,N
,,,,BETU MUKENDI,65141110,,N,N
,,,,BETU MUTOMBO                  ,42141120,D,,
,,,,BETU MUTOMBO                  ,42144120,D,,
,,,,BETU MUTOMBO                  ,42143120,D,,
,,,,BETU MUTOMBO                  ,42142120,D,,
,,,,BETU NTUMBA,45063570,,N,N
,,,,BEYA  BEYA                    ,45003040,D,,
,,,,BEYA  BEYA                    ,45004040,D,,
,,,,BEYA  BEYA                    ,45001040,D,,
,,,,BEYA  BEYA                    ,45002040,D,,
,,,,BEYA BEYA                     ,42141540,D,,
,,,,BEYA BEYA                     ,42143540,D,,
,,,,BEYA BEYA                     ,42142540,D,,
,,,,BEYA BEYA                     ,42144540,D,,
,,,,BEYA BEYA,65141540,,N,N
,,,,BEYA KABAMUSU                 ,45013740,D,,
,,,,BEYA KABAMUSU                 ,45012740,D,,
,,,,BEYA KABAMUSU                 ,45011740,D,,
,,,,BEYA KABAMUSU                 ,45014740,D,,
,,,,BEYA MUKENGE                  ,42133360,D,,
,,,,BEYA MUKENGE                  ,42134360,D,,
,,,,BEYA MUKENGE,42131360,,N,N
,,,,BEYA MUKENGE                  ,42132360,D,,
,,,,BEYA MULUMBA                  ,42152870,D,,
,,,,BEYA MULUMBA                  ,42154870,D,,
,,,,BEYA MULUMBA                  ,42153870,D,,
,,,,BEYA NDAYE                    ,45951220,D,,
,,,,BEYA NDAYE                    ,45952220,D,,
,,,,BEYA NDAYE                    ,45954220,D,,
,,,,BEYA NDAYE                    ,45953220,D,,
,,,,BEYA NDONDA,42141810,,N,N
,,,,BEYA NDONDA,65141810,,N,N
,,,,BEYA TSHINKENKE               ,42131510,D,,
,,,,BEYA TSHINKENKE               ,42134510,D,,
,,,,BEYA TSHINKENKE               ,42132510,D,,
,,,,BEYA TSHINKENKE               ,42133510,D,,
,,,,BEYA TSHISEKI                 ,45974410,D,,
,,,,BEYA TSHISEKI                 ,45972410,D,,
,,,,BEYA TSHISEKI                 ,45971410,D,,
,,,,BEYA TSHISEKI                 ,45973410,D,,
,,,,BIAKUSHILA TSHIPAMBA,45043210,,N,N
,,,,BIATSHINYI MUTOKE             ,42153130,D,,
,,,,BIATSHINYI MUTOKE             ,42154130,D,,
,,,,BIATSHINYI MUTOKE             ,42151130,D,,
,,,,BIATSHINYI MUTOKE             ,42152130,D,,
,,,,BICENTENIAL/I (DENTAL)        ,10312300,D,,
,,,,BICENTENIAL/I (DENTAL)        ,10313300,D,,
,,,,BICENTENIAL/I (DENTAL)        ,10311300,D,,
,,,,BICENTENIAL/I (DENTAL)        ,10314300,D,,
,,,,BICENTENIAL/II (DENTAL)       ,10314400,D,,
,,,,BICENTENIAL/II (DENTAL)       ,10312400,D,,
,,,,BICENTENIAL/II (DENTAL)       ,10311400,D,,
,,,,BICENTENIAL/II (DENTAL)       ,10313400,D,,
,,,,BICENTENNIAL IMCK/TRAINING    ,10053300,D,,
,,,,BICENTENNIAL IMCK/TRAINING    ,10052300,D,,
,,,,BICENTENNIAL IMCK/TRAINING    ,10054300,D,,
,,,,BICENTENNIAL IMCK/TRAINING    ,10051300,D,,
,,,,BICYCLE,46661880,,N,N
,,,,BICYCLES,10121470,,N,N
,,,,BICYCLES,15330102,,N,N
,,,,BICYCLES,22310102,,N,N
,,,,BICYCLETTES (3 ANS)           ,22512100,D,,
,,,,BICYCLETTES (3 ANS)           ,22511100,D,,
,,,,BICYCLETTES (3 ANS)           ,22513100,D,,
,,,,BICYCLETTES (3 ANS)           ,22514100,D,,
,,,,BICYCLETTES OPHT.,22511340,,N,N
,,,,BIDILUKINU MUYAYA             ,45992010,D,,
,,,,BIDILUKINU MUYAYA             ,45994010,D,,
,,,,BIDILUKINU MUYAYA             ,45993010,D,,
,,,,BIDILUKINU MUYAYA             ,45991010,D,,
,,,,BIDUAYA NGALULA,42141950,,N,N
,,,,BIKEMU KAPUKU,42171170,,N,N
,,,,BIKEMU KAPUKU,65171170,,N,N
,,,,BILEO MUMBA                   ,42154450,D,,
,,,,BILEO MUMBA                   ,42153450,D,,
,,,,BILEO MUMBA                   ,42152450,D,,
,,,,BILEO MUMBA                   ,42151450,D,,
,,,,BILEWO MUMBA,65151450,,N,N
,,,,BILOLO KABEYA,45993421,,N,N
,,,,BILOLO KABEYA,45053270,,N,N
,,,,BILONDA BEYA                  ,42152080,D,,
,,,,BILONDA BEYA                  ,42151080,D,,
,,,,BILONDA BEYA                  ,42153080,D,,
,,,,BILONDA BEYA                  ,42154080,D,,
,,,,BILONDA BEYA,65151080,,N,N
,,,,BILUMBU NTUMBA                ,45981030,D,,
,,,,BILUMBU NTUMBA                ,45982030,D,,
,,,,BILUMBU NTUMBA                ,45983030,D,,
,,,,BILUMBU NTUMBA                ,45984030,D,,
,,,,BIMINE DIBELAYI               ,42132950,D,,
,,,,BIMINE DIBELAYI               ,42131950,D,,
,,,,BIMINE DIBELAYI               ,42133950,D,,
,,,,BIMINE DIBELAYI               ,42134950,D,,
,,,,BIMINE DIBELAYI,65131950,,N,N
,,,,BIMINE KANGODIE               ,42143260,D,,
,,,,BIMINE KANGODIE               ,42144260,D,,
,,,,BIMINE KANGODIE               ,42142260,D,,
,,,,BIMINE KANGODIE               ,42141260,D,,
,,,,BINDILE TSHIBOLA              ,45972020,D,,
,,,,BINDILE TSHIBOLA              ,45971020,D,,
,,,,BINDILE TSHIBOLA              ,45974020,D,,
,,,,BINDILE TSHIBOLA              ,45973020,D,,
,,,,BINTU MUAKUYA                 ,42143090,D,,
,,,,BINTU MUAKUYA                 ,42142090,D,,
,,,,BINTU MUAKUYA                 ,42144090,D,,
,,,,BINTU MUAKUYA                 ,42141090,D,,
,,,,BIOPSIE,71011002,,N,N
,,,,BIPENDU NGUAMA,45993422,,N,N
,,,,BIPENDU NGUAMA,45053280,,N,N
,,,,BITSHILUALUA KAYEMBE          ,42151820,D,,
,,,,BITSHILUALUA KAYEMBE          ,42154820,D,,
,,,,BITSHILUALUA KAYEMBE          ,42153820,D,,
,,,,BITSHILUALUA KAYEMBE          ,42152820,D,,
,,,,BIUMA NKONKO                  ,42132690,D,,
,,,,BIUMA NKONKO                  ,42134690,D,,
,,,,BIUMA NKONKO                  ,42131690,D,,
,,,,BIUMA NKONKO                  ,42133690,D,,
,,,,BOFUABIBI                     ,42144500,D,,
,,,,BOFUABIBI                     ,42142500,D,,
,,,,BOFUABIBI                     ,42143500,D,,
,,,,BOFUABIBI                     ,42141500,D,,
,,,,BOIS ET BRAISES               ,61424110,V,,
,,,,BOIS ET BRAISES               ,61423110,V,,
,,,,BOIS ET BRAISES               ,61422110,V,,
,,,,BOIS ET BRAISES               ,61421110,V,,
,,,,BOMA NDAYE                    ,45001330,D,,
,,,,BOMA NDAYE                    ,45004330,D,,
,,,,BOMA NDAYE                    ,45003330,D,,
,,,,BOMA NDAYE                    ,45002330,D,,
,,,,BON D'AVANCE A JUSTIFIER,49001100,,N,N
,,,,BONGESA BAKAJIKA              ,45004340,D,,
,,,,BONGESA BAKAJIKA              ,45002340,D,,
,,,,BONGESA BAKAJIKA              ,45001340,D,,
,,,,BONGESA BAKAJIKA              ,45003340,D,,
,,,,BONGESSA BAKAJIKA,42161260,,N,N
,,,,BONGESSA BAKAJIKA             ,45994320,D,,
,,,,BONGESSA BAKAJIKA             ,45992320,D,,
,,,,BONGESSA BAKAJIKA             ,45993320,D,,
,,,,BONGESSA BAKAJIKA             ,45991320,D,,
,,,,BOURSE JONATHAN KAJIDI,10121490,,N,N
,,,,BOURSE KAJIDI TSHIBUABUA,46661640,,N,N
,,,,BOURSES  E. C .C.,46661500,,N,N
,,,,BOURSES DR NSABUA,10121500,,N,N
,,,,BOURSES ITM                   ,10123220,D,,
,,,,BOURSES ITM                   ,10124220,D,,
,,,,BOURSES ITM                   ,10121220,D,,
,,,,BOURSES ITM                   ,10122220,D,,
,,,,BOURSES MEDECINS RESIDENTS    ,10051210,D,,
,,,,BOURSES MEDECINS RESIDENTS    ,10053210,D,,
,,,,BOURSES MEDECINS RESIDENTS    ,10052210,D,,
,,,,BOURSES MEDECINS RESIDENTS    ,10054210,D,,
,,,,BOURSES MEDECINS RESIDENTS    ,63212000,F,,
,,,,BOURSES MEDECINS RESIDENTS    ,63213000,F,,
,,,,BOURSES MEDECINS RESIDENTS    ,63211000,F,,
,,,,BOURSES MEDECINS RESIDENTS    ,63214000,F,,
,,,,BOURSES RESIDENTS IMCK,46661520,,N,N
,,,,BOURSES STAGIAIRES            ,64531000,V,,
,,,,BOURSES STAGIAIRES            ,64534000,V,,
,,,,BOURSES STAGIAIRES            ,64533000,V,,
,,,,BOURSES STAGIAIRES            ,64532000,V,,
,,,,BOURSES STAGIAIRES OPHT.,64531400,,N,N
,,,,BRAVO AIR CONGO,41011840,,N,N
,,,,BRULURES,71011003,,N,N
,,,,BTR&CLTD BIAYA ROBERT,40001250,,N,N
,,,,BUABUA KAYEMBE                ,42134250,D,,
,,,,BUABUA KAYEMBE                ,42133250,D,,
,,,,BUABUA KAYEMBE                ,42132250,D,,
,,,,BUABUA KAYEMBE                ,42131250,D,,
,,,,BUABUA KAYEMBE,65131250,,N,N
,,,,BUABUA TSHIPAMBA              ,42161130,D,,
,,,,BUABUA TSHIPAMBA,65161130,,N,N
,,,,BUABUA TSHIPAMBA              ,42162130,D,,
,,,,BUABUA TSHIPAMBA              ,42164130,D,,
,,,,BUABUA TSHIPAMBA              ,42163130,D,,
,,,,BUKASA LUTUMBA                ,45944200,D,,
,,,,BUKASA LUTUMBA                ,45942200,D,,
,,,,BUKASA LUTUMBA                ,45941200,D,,
,,,,BUKASA LUTUMBA                ,45943200,D,,
,,,,BUKUMBA LUMU LUIMPE,45053290,,N,N
,,,,BUKUMBA LUMU LUIMPE,45993423,,N,N
,,,,BULLETIN ET JURY,71553000,,N,N
,,,,BUPELE MANDE                  ,45013510,D,,
,,,,BUPELE MANDE                  ,45012510,D,,
,,,,BUPELE MANDE                  ,45014510,D,,
,,,,BUPELE MANDE                  ,45011510,D,,
,,,,BUREAU ECOLE                  ,22154100,D,,
,,,,BUREAU ECOLE,22101005,,N,N
,,,,BUREAU ECOLE                  ,22151100,D,,
,,,,BUREAU ECOLE                  ,22152100,D,,
,,,,BUREAU ECOLE                  ,22153100,D,,
,,,,BZCE                          ,56021000,D,,
,,,,BZCE                          ,56023000,D,,
,,,,BZCE                          ,56022000,D,,
,,,,BZCE                          ,56024000,D,,
,,,,C.E.R.D.E.S.                  ,41203330,D,,
,,,,C.E.R.D.E.S.                  ,41204330,D,,
,,,,C.E.R.D.E.S.                  ,41202330,D,,
,,,,C.E.R.D.E.S.                  ,41201330,D,,
,,,,C.E.R.S.                      ,41003200,D,,
,,,,C.E.R.S.                      ,41001200,D,,
,,,,C.E.R.S.                      ,41002200,D,,
,,,,C.E.R.S.                      ,41004200,D,,
,,,,C.I.S.P.,41011870,,N,N
,,,,C.M.ZA MENNONITE              ,41202060,D,,
,,,,C.M.ZA MENNONITE              ,41203060,D,,
,,,,C.M.ZA MENNONITE              ,41201060,D,,
,,,,C.M.ZA MENNONITE              ,41204060,D,,
,,,,C.M.ZA METHODIST              ,41204010,D,,
,,,,C.M.ZA METHODIST              ,41202010,D,,
,,,,C.M.ZA METHODIST              ,41201010,D,,
,,,,C.M.ZA METHODIST              ,41203010,D,,
,,,,C.N.E( COMM. NAT. DE L'ENERGIE,46653140,D,,
,,,,C.N.E( COMM. NAT. DE L'ENERGIE,46651140,D,,
,,,,C.N.E( COMM. NAT. DE L'ENERGIE,46654140,D,,
,,,,C.N.E( COMM. NAT. DE L'ENERGIE,46652140,D,,
,,,,C.N.E.                        ,41011720,D,,
,,,,C.N.E.                        ,41012720,D,,
,,,,C.N.E.                        ,41014720,D,,
,,,,C.N.E.                        ,41013720,D,,
,,,,C.P.L.T.(VIH & TUBERCULOSE),46661850,,N,N
,,,,C.P.ZA LAC MUNKAMBA           ,41202030,D,,
,,,,C.P.ZA LAC MUNKAMBA           ,41203030,D,,
,,,,C.P.ZA LAC MUNKAMBA           ,41201030,D,,
,,,,C.P.ZA LAC MUNKAMBA           ,41204030,D,,
,,,,C.P.ZA TRESORERIE GENERALE    ,41204020,D,,
,,,,C.P.ZA TRESORERIE GENERALE    ,41201020,D,,
,,,,C.P.ZA TRESORERIE GENERALE    ,41202020,D,,
,,,,C.P.ZA TRESORERIE GENERALE    ,41203020,D,,
,,,,CABINET CMA/AEE,41011990,,N,N
,,,,CACOSME ACTION  SOCIALE,46661610,,N,N
,,,,CADEZA                        ,41002220,D,,
,,,,CADEZA                        ,41003220,D,,
,,,,CADEZA                        ,41004220,D,,
,,,,CADEZA                        ,41001220,D,,
,,,,CADIMEK,40001270,,N,N
,,,,CADIMEK,46661550,,N,N
,,,,CADMEKO/MBM,40001240,,N,N
,,,,CAISA/SPRL                    ,41003230,D,,
,,,,CAISA/SPRL                    ,41001230,D,,
,,,,CAISA/SPRL                    ,41002230,D,,
,,,,CAISA/SPRL                    ,41004230,D,,
,,,,CAISSE DENTAIRE               ,57501000,D,,
,,,,CAISSE DENTAIRE               ,57502000,D,,
,,,,CAISSE DENTAIRE               ,57504000,D,,
,,,,CAISSE DENTAIRE               ,57503000,D,,
,,,,CAISSE DENTIST $,57502100,,N,N
,,,,CAISSE GUEST HOUSE            ,57604000,D,,
,,,,CAISSE GUEST HOUSE            ,57601000,D,,
,,,,CAISSE GUEST HOUSE            ,57602000,D,,
,,,,CAISSE GUEST HOUSE            ,57603000,D,,
,,,,CAISSE ITM                    ,57153100,D,,
,,,,CAISSE ITM                    ,57152100,D,,
,,,,CAISSE ITM                    ,57151100,D,,
,,,,CAISSE ITM                    ,57154100,D,,
,,,,CAISSE ITM $,57163100,,N,N
,,,,CAISSE PAX ,57202000,D,,
,,,,CAISSE PAX ,57201000,D,,
,,,,CAISSE PAX ,57204000,D,,
,,,,CAISSE PAX ,57203000,D,,
,,,,CAISSE PAX $                  ,57203020,D,,
,,,,CAISSE PAX $                  ,57202020,D,,
,,,,CAISSE PAX $                  ,57201020,D,,
,,,,CAISSE PAX $                  ,57204020,D,,
,,,,CAISSE PAX FC,57203010,D,,
,,,,CAISSE PAX FC,57204010,D,,
,,,,CAISSE PAX FC,57201010,D,,
,,,,CAISSE PAX FC,57202010,D,,
,,,,CAISSE PLCK                   ,57402000,D,,
,,,,CAISSE PLCK                   ,57403000,D,,
,,,,CAISSE PLCK                   ,57401000,D,,
,,,,CAISSE PLCK $,57404000,D,,
,,,,CAISSE PLCK FC,57400100,,N,N
,,,,CAISSE PLCK FC,57402100,,N,N
,,,,CAISSE PLCK FC,57403100,,N,N
,,,,CAISSE PLCK FC,57404100,,N,N
,,,,CAISSE PLCK FC,57412000,,N,N
,,,,CAISSE PLCK FC,57413000,,N,N
,,,,CAISSE PPALE HBB ,57102000,D,,
,,,,CAISSE PPALE HBB ,57103000,D,,
,,,,CAISSE PPALE HBB ,57101000,D,,
,,,,CAISSE PPALE HBB ,57104000,D,,
,,,,CAISSE PPALE HBB $            ,57103020,D,,
,,,,CAISSE PPALE HBB $            ,57104020,D,,
,,,,CAISSE PPALE HBB $            ,57102020,D,,
,,,,CAISSE PPALE HBB $            ,57101020,D,,
,,,,CAISSE PPALE HBB FC,57102010,D,,
,,,,CAISSE PPALE HBB FC,57103010,D,,
,,,,CAISSE PPALE HBB FC,57101010,D,,
,,,,CAISSE PPALE HBB FC,57104010,D,,
,,,,CAPITAL PROPRE,10011000,,N,N
,,,,CAPITAL PROPRES,10011100,,N,N
,,,,CARBURANT ET LUBRIFIANT,61411000,F,,
,,,,CARBURANT ET LUBRIFIANT,61414000,F,,
,,,,CARBURANT ET LUBRIFIANT,61412000,F,,
,,,,CARBURANT ET LUBRIFIANT,61413000,F,,
,,,,CARBURANT PLCK                ,31442000,D,,
,,,,CARBURANT PLCK                ,31443000,D,,
,,,,CARBURANT PLCK                ,31444000,D,,
,,,,CARBURANT PLCK                ,31441000,D,,
,,,,CARITAS BELGIQUE,41201500,,N,N
,,,,CARNETS DE DEMANDE DE CONSULTA,70471100,D,,
,,,,CARNETS DE DEMANDE DE CONSULTA,70473100,D,,
,,,,CARNETS DE DEMANDE DE CONSULTA,70472100,D,,
,,,,CARNETS DE DEMANDE DE CONSULTA,70474100,D,,
,,,,CARTES DE REFECTOIRE          ,71032100,D,,
,,,,CARTES DE REFECTOIRE          ,71034100,D,,
,,,,CARTES DE REFECTOIRE          ,71033100,D,,
,,,,CARTES DE REFECTOIRE          ,71031100,D,,
,,,,CAUTION HOSP. PAX,41331500,,N,N
,,,,CAUTION SALLE D'URG/PAX,41331000,,N,N
,,,,CAUTIONS RECUES               ,41301000,D,,
,,,,CAUTIONS RECUES               ,41303000,D,,
,,,,CAUTIONS RECUES               ,41302000,D,,
,,,,"CAUTIONS RECUES OPHT.        ",41333400,D,,
,,,,"CAUTIONS RECUES OPHT.        ",41331400,D,,
,,,,"CAUTIONS RECUES OPHT.        ",41334400,D,,
,,,,Cautions vers.et remb.OPHT.   ,46103400,D,,
,,,,Cautions vers.et remb.OPHT.   ,46102400,D,,
,,,,Cautions vers.et remb.OPHT.   ,46104400,D,,
,,,,Cautions vers.et remb.OPHT.   ,46101400,D,,
,,,,CBM - Personnel               ,46202090,D,,
,,,,CBM - Personnel               ,46201090,D,,
,,,,CBM - Personnel               ,46203090,D,,
,,,,CBM - Personnel               ,46204090,D,,
,,,,CBM FONCTIONNEMENT GENERAL    ,10041400,D,,
,,,,CBM FONCTIONNEMENT GENERAL    ,10043400,D,,
,,,,CBM FONCTIONNEMENT GENERAL    ,10044400,D,,
,,,,CBM FONCTIONNEMENT GENERAL    ,10042400,D,,
,,,,CBM FORMATION STAGIAIRES      ,10044300,D,,
,,,,CBM FORMATION STAGIAIRES      ,10041300,D,,
,,,,CBM FORMATION STAGIAIRES      ,10042300,D,,
,,,,CBM FORMATION STAGIAIRES      ,10043300,D,,
,,,,CBM PROJET IVERMECTINE        ,10042100,D,,
,,,,CBM PROJET IVERMECTINE        ,10041100,D,,
,,,,CBM PROJET IVERMECTINE        ,10044100,D,,
,,,,CBM PROJET IVERMECTINE        ,10043100,D,,
,,,,CBM SAFARIS                   ,10043200,D,,
,,,,CBM SAFARIS                   ,10042200,D,,
,,,,CBM SAFARIS                   ,10044200,D,,
,,,,CBM SAFARIS                   ,10041200,D,,
,,,,CBM/PLCK,46101000,D,,
,,,,CBM/PLCK,46104000,D,,
,,,,CBM/PLCK,46103000,D,,
,,,,CBM/PLCK,46102000,D,,
,,,,CBM/PLCK,10414000,,N,N
,,,,CEDI                          ,40003130,D,,
,,,,CEDI                          ,40002130,D,,
,,,,CEDI                          ,40001130,D,,
,,,,CEDI                          ,40004130,D,,
,,,,CENTRE DE NUTRITION           ,71032200,D,,
,,,,CENTRE DE NUTRITION           ,46641100,D,,
,,,,CENTRE DE NUTRITION           ,71033200,D,,
,,,,CENTRE DE NUTRITION           ,46642100,D,,
,,,,CENTRE DE NUTRITION           ,71031200,D,,
,,,,CENTRE DE NUTRITION           ,46644100,D,,
,,,,CENTRE DE NUTRITION           ,46643100,D,,
,,,,CENTRE DE NUTRITION           ,71034200,D,,
,,,,CENTRE DE SANTE  MBUJIMAYI    ,41202040,D,,
,,,,CENTRE DE SANTE  MBUJIMAYI    ,41203040,D,,
,,,,CENTRE DE SANTE  MBUJIMAYI    ,41204040,D,,
,,,,CENTRE DE SANTE  MBUJIMAYI    ,41201040,D,,
,,,,CENTRE DE SANTE KAMUKUNGA     ,46652150,D,,
,,,,CENTRE DE SANTE KAMUKUNGA     ,46651150,D,,
,,,,CENTRE DE SANTE KAMUKUNGA     ,46653150,D,,
,,,,CENTRE DE SANTE KAMUKUNGA     ,46654150,D,,
,,,,CENTRE DE SANTE KANANGA II    ,41002240,D,,
,,,,CENTRE DE SANTE KANANGA II    ,41003240,D,,
,,,,CENTRE DE SANTE KANANGA II    ,41001240,D,,
,,,,CENTRE DE SANTE KANANGA II    ,41004240,D,,
,,,,CENTRE ECOH TSHIKAJI HEALTH C,57311126,,N,N
,,,,CENTRE KAMENGA                ,46662060,D,,
,,,,CENTRE KAMENGA                ,46664060,D,,
,,,,CENTRE KAMENGA                ,46661060,D,,
,,,,CENTRE KAMENGA                ,46663060,D,,
,,,,CENTRE KANKALA                ,41204080,D,,
,,,,CENTRE KANKALA                ,41203080,D,,
,,,,CENTRE KANKALA                ,41202080,D,,
,,,,CENTRE KATUAMBI               ,41202340,D,,
,,,,CENTRE KATUAMBI               ,41204340,D,,
,,,,CENTRE KATUAMBI               ,41201340,D,,
,,,,CENTRE KATUAMBI               ,41203340,D,,
,,,,CENTRE KATUAMBI               ,46654120,D,,
,,,,CENTRE KATUAMBI               ,46653120,D,,
,,,,CENTRE KATUAMBI               ,46652120,D,,
,,,,CENTRE KATUAMBI               ,46651120,D,,
,,,,CENTRE MEDICAL D'ETUDES,46661800,,N,N
,,,,CENTRE MPANDILU               ,41202050,D,,
,,,,CENTRE MPANDILU               ,41203050,D,,
,,,,CENTRE MPANDILU               ,41204050,D,,
,,,,CENTRE MPANDILU               ,41201050,D,,
,,,,CENTRE MPOKOLO WA MOYO        ,41202420,D,,
,,,,CENTRE MPOKOLO WA MOYO        ,41201420,D,,
,,,,CENTRE MPOKOLO WA MOYO        ,41204420,D,,
,,,,CENTRE MPOKOLO WA MOYO        ,41203420,D,,
,,,,CENTRE TABOR                  ,41002250,D,,
,,,,CENTRE TABOR                  ,41003250,D,,
,,,,CENTRE TABOR                  ,41004250,D,,
,,,,CENTRE TABOR                  ,41001250,D,,
,,,,CERTIFICATS ET AUTRES FRAIS AD,71011004,,N,N
,,,,chaine de froid,31112146,,N,N
,,,,Chaine de Froid,31111146,,,
,,,,chaine de froid,31113146,,N,N
,,,,chaine de froid,61112146,,N,N
,,,,chaine de froid,61113146,,N,N
,,,,Chaine de Froid,61111146,,,
,,,,CHARGES & PERTES DIVERSES     ,64961000,V,,
,,,,CHARGES & PERTES DIVERSES     ,64964000,V,,
,,,,CHARGES & PERTES DIVERSES     ,64963000,V,,
,,,,CHARGES & PERTES DIVERSES     ,64962000,V,,
,,,,CHARGES A PAYER               ,47203000,D,,
,,,,CHARGES A PAYER               ,47204000,D,,
,,,,CHARGES A PAYER               ,47202000,D,,
,,,,CHARGES A PAYER               ,47201000,D,,
,,,,CHARGES COMPTABILISEES D'AV.  ,47122000,D,,
,,,,CHARGES COMPTABILISEES D'AV.  ,47124000,D,,
,,,,CHARGES COMPTABILISEES D'AV.  ,47123000,D,,
,,,,CHARGES COMPTABILISEES D'AV.  ,47121000,D,,
,,,,CHARGES PAYEES D'AVANCE       ,47112000,D,,
,,,,CHARGES PAYEES D'AVANCE       ,47111000,D,,
,,,,CHARGES PAYEES D'AVANCE       ,47114000,D,,
,,,,CHARGES PAYEES D'AVANCE       ,47113000,D,,
,,,,CHARGES SOCIALES DIVERSES     ,65214000,F,,
,,,,CHARGES SOCIALES DIVERSES     ,65212000,F,,
,,,,CHARGES SOCIALES DIVERSES     ,65211000,F,,
,,,,CHARGES SOCIALES DIVERSES     ,65213000,F,,
,,,,CHARITES OPHT.,64701400,,N,N
,,,,CHEZ THOMAS                   ,41014450,D,,
,,,,CHEZ THOMAS                   ,41012450,D,,
,,,,CHEZ THOMAS                   ,41011450,D,,
,,,,CHEZ THOMAS                   ,41013450,D,,
,,,,CHIRURGIE,71102500,,N,N
,,,,CHIRURGIE TUBE DIGESTIF,71011005,,N,N
,,,,CHRISMA,46661570,,N,N
,,,,CITERNE PAX                   ,22132220,D,,
,,,,CITERNE PAX                   ,22134220,D,,
,,,,CITERNE PAX                   ,22133220,D,,
,,,,CITERNE PAX                   ,22131220,D,,
,,,,CITERNE PAX (25 ANS)          ,22132210,D,,
,,,,CITERNE PAX (25 ANS)          ,22133210,D,,
,,,,CITERNE PAX (25 ANS)          ,22134210,D,,
,,,,CITERNE PAX (25 ANS)          ,22131210,D,,
,,,,CITY BANK OPHTALMOLOGY        ,56044000,D,,
,,,,CITY BANK OPHTALMOLOGY        ,56041000,D,,
,,,,CITY BANK OPHTALMOLOGY        ,56042000,D,,
,,,,CITY BANK OPHTALMOLOGY        ,56043000,D,,
,,,,CLIENTS APPARENTES            ,41204000,D,,
,,,,CLIENTS APPARENTES            ,41201000,D,,
,,,,CLIENTS APPARENTES            ,41202000,D,,
,,,,CLIENTS APPARENTES            ,41203000,D,,
,,,,CLIENTS CONVENTIONNES         ,41003000,D,,
,,,,CLIENTS CONVENTIONNES         ,41004000,D,,
,,,,CLIENTS CONVENTIONNES         ,41002000,D,,
,,,,CLIENTS DOUTEUX               ,41771100,D,,
,,,,CLIENTS DOUTEUX               ,41773100,D,,
,,,,CLIENTS DOUTEUX               ,41774100,D,,
,,,,CLIENTS DOUTEUX               ,41772100,D,,
,,,,CLINIQUE DENTAIRE             ,46651130,D,,
,,,,CLINIQUE DENTAIRE             ,46652130,D,,
,,,,CLINIQUE DENTAIRE             ,46653130,D,,
,,,,CLINIQUE DENTAIRE             ,46654130,D,,
,,,,CMCO TSHIKAPA                 ,46201150,D,,
,,,,CMCO TSHIKAPA                 ,46202150,D,,
,,,,CMCO TSHIKAPA                 ,46204150,D,,
,,,,CMCO TSHIKAPA                 ,46203150,D,,
,,,,COALEX MEDICAL KIN,40001290,,N,N
,,,,COALEX MEDICAL/KIN,46661660,,N,N
,,,,COLLECTIF HYDRO               ,46202040,D,,
,,,,COLLECTIF HYDRO               ,46201040,D,,
,,,,COLLECTIF HYDRO               ,46204040,D,,
,,,,COLLECTIF HYDRO               ,46203040,D,,
,,,,COLLECTIF HYDRO 2             ,46201130,D,,
,,,,COLLECTIF HYDRO 2             ,46202130,D,,
,,,,COLLECTIF HYDRO 2             ,46204130,D,,
,,,,COLLECTIF HYDRO 2             ,46203130,D,,
,,,,COMITE DES FINANCES           ,64921000,F,,
,,,,COMITE DES FINANCES           ,64922000,F,,
,,,,COMITE DES FINANCES           ,64923000,F,,
,,,,COMITE DES FINANCES           ,64924000,F,,
,,,,COMMUNAUTE KIMBANGISTE        ,41002270,D,,
,,,,COMMUNAUTE KIMBANGISTE        ,41001270,D,,
,,,,COMMUNAUTE KIMBANGISTE        ,41004270,D,,
